"","term","estimate","std.error","statistic","p.value"
"242","pop",-6.42568283551727e-20,1.61414435580382e-19,-0.398086008380419,0.690597158759511
"243","aindian",-4.52964801754268e-15,9.61796521007784e-15,-0.470956997515072,0.637708157529766
"244","black",-7.94754654941005e-15,6.93697906222767e-15,-1.14567832454404,0.252026253367002
"245","latino",-4.28342718954937e-15,5.10046270413366e-15,-0.839811491235466,0.401085840165624
"246","asian",-4.23492858853367e-15,2.47060949492863e-14,-0.171412301184247,0.863911978106561
"247","sparent",7.80704999599935e-15,3.59348281878303e-14,0.217255804179503,0.828024837943683
"248","mincome",9.7688645423324e-18,8.43170397907304e-18,1.15858722822553,0.246723351858296
"249","poverty",1.20247313960662e-14,2.08344513436542e-14,0.577156134218465,0.563880420267916
"250","chci",-1.74350485747416e-14,1.07898414194987e-14,-1.61587625775797,0.106233808355912
"251","lcp",7.15545395696599e-15,1.26327613315602e-14,0.56642041824139,0.571153446032809
"252","ur",6.74235635405236e-16,2.8332959052202e-14,0.0237968661925848,0.981016336656453
"253","disable",1.03406627585323e-14,2.08949199181069e-14,0.494888843750553,0.620717443476841
"254","hi_pub",-5.98060489119519e-15,1.24092469679462e-14,-0.481947446661624,0.629880974150434
"255","demv",1.09941036217019e-14,6.42999739662971e-15,1.70981463032388,0.0874110294065464
"256","commute_p",3.19765085755412e-15,3.06973048466043e-14,0.104167153225109,0.917044165827033
"257","wfh",-5.67822711825571e-15,2.35389591498809e-14,-0.241226771417564,0.809397038112855
"258","computer",-3.45348116715535e-15,1.42190905910805e-14,-0.242876374198058,0.808118970747696
"259","p_nursehome",-4.45242171069609e-14,1.09376490891414e-13,-0.407073007591396,0.683985505521066
"260","p_liquor",-2.82411134664645e-13,1.10675843143458e-12,-0.255169625677559,0.798610844034498
"261","drinking",-1.67755965208779e-14,2.27888390310839e-14,-0.736132125818083,0.461712001511451
"262","prematured",6.69040047698588e-18,3.5201335673807e-17,0.190060983451947,0.849275130540629
"263","lowbirthw",-1.49404880878992e-14,4.3045187888868e-14,-0.347088462628432,0.728550963930141
